Elevation_,x,y
1770.1594,664170.0382256544,5883458.6661401913
1770.1791,664168.3068703520,5883459.9517279323
1770.1791,664166.4318946274,5883460.8705307767
1770.1561,664164.4597115710,5883461.5045280447
1770.1397,664162.0157648004,5883460.9518143665
1770.0938,664159.7595147932,5883461.0220414149
1770.1003,664157.5292846865,5883461.2960304795
1770.0314,664155.3648737200,5883461.7257059095
1769.9658,664153.4261000192,5883462.5964568146
1769.9789,664151.7360170926,5883463.8322434863
1770.0183,664150.0367154860,5883465.0023557646
1770.0642,664148.4701994885,5883466.3444743026
1770.0970,664146.9158547078,5883467.7522579040
1770.0806,664145.2478864350,5883468.9669796005
1770.1495,664143.5411293810,5883470.1199145028
1770.1725,664141.7995209190,5883471.2449349007
1770.1495,664140.1231227338,5883472.4258550024
1770.1233,664138.4240174146,5883473.6100072823
1770.0675,664136.7204249064,5883474.8097062763
1770.0347,664134.9926661606,5883475.9984467495
1770.0478,664133.3278080814,5883477.2714008028
1770.0741,664131.6049934007,5883478.4391559698
1770.1102,664129.8603935920,5883479.5616284832
1770.0642,664128.2174248166,5883480.9043668797
1770.0347,664126.4322435210,5883481.9351515519
1769.9494,664124.3616886418,5883482.4344124412
1769.8379,664121.5126719706,5883481.7209990928
1769.8313,664117.9172555184,5883480.7355391765
1769.8411,664114.3751770266,5883480.6392150121
1769.8707,664111.2843039104,5883481.3742625443
1769.9494,664108.3825041828,5883482.6569156777
1769.9986,664106.3362746406,5883484.0075808894
1770.0445,664105.8604953252,5883484.3907028176
1770.2348,664104.0713943202,5883486.4322629189
1770.4711,664103.0637504620,5883488.5835026810
1770.6909,664102.3423161076,5883490.8674563048
1770.9140,664102.9465120308,5883492.8563667936
1771.0715,664104.3853719560,5883494.5951278452
1771.2060,664105.3794418774,5883496.4559650086
1771.2519,664105.5145823078,5883496.8531896891
1771.3405,664106.0643982490,5883498.4165729349
1771.4881,664106.8764884652,5883500.3673884738
1771.6554,664107.9673856592,5883502.3398767691
1771.7900,664108.6995990766,5883504.3616711125
1771.9704,664108.9056018821,5883506.3551124996
1771.9966,664108.9495691510,5883506.7340759924
1772.0951,664109.0619377486,5883507.8833257537
1772.1410,664109.1134910394,5883508.2835929282
1772.2755,664109.3239200144,5883510.2338725338
1772.4691,664109.6089598266,5883512.1965024611
1772.6102,664109.8284841982,5883514.2141229287
1772.6856,664109.9803703577,5883516.2743020244
1772.7808,664110.0906084642,5883518.3582206126
1772.8169,664110.1034089302,5883519.1857294058
1772.8923,664110.1686724274,5883520.4555136058
1772.9678,664109.9100362310,5883522.4750400065
1772.9579,664109.5579493326,5883524.4782313751
1772.8956,664108.8072369222,5883526.3811620222
1772.8169,664108.0299547960,5883528.2826272706
1772.7644,664106.6676993523,5883530.0879248390
1772.6922,664105.6595307339,5883531.9880627962
1772.6003,664104.8278301792,5883533.9514679210
1772.4494,664104.1353703084,5883535.9569361079
1772.2427,664104.5537647016,5883538.0944847530
1772.0229,664104.6907432842,5883540.2023662217
1771.8359,664104.9992270574,5883542.3656621706
1771.6981,664104.6974809194,5883544.4223510139
1771.5340,664104.2974738728,5883546.4720047135
1771.3208,664103.4320450774,5883548.4060860854
1771.1272,664102.6223575412,5883550.3788179178
1770.8943,664101.8060601886,5883552.3742608689
1770.6417,664101.3261861724,5883554.4221852347
1770.5859,664101.3348534728,5883554.8451474411
1770.4350,664101.5079951888,5883556.5446272846
1770.2611,664101.3680129644,5883558.6435927907
1770.2480,664100.9522588048,5883560.6812395612
1770.1430,664099.8975044880,5883562.6262159320
1770.1134,664099.5825842218,5883563.4350559432
1770.0905,664099.3396969172,5883564.2296578595
1770.0872,664099.2150829816,5883564.6245678188
1770.0774,664099.1126731564,5883565.4524786379
1770.0708,664099.1339243986,5883566.2956420276
1770.0708,664099.0878299108,5883566.7199602947
1770.0544,664098.7811454156,5883568.7368416525
1770.0938,664098.7434171526,5883569.9536660137
1770.0938,664098.9850285210,5883570.7922294764
1770.1200,664099.3212186386,5883572.0748427305
1770.1364,664099.4348371472,5883572.9189383602
1770.4415,664108.6184062740,5883565.3607238522
1770.3923,664109.0902985538,5883565.2851159777
1770.3333,664109.5458512006,5883565.1461506607
1770.2348,664110.4667613240,5883565.1520400215
1770.1922,664110.9276486840,5883565.0943164993
1770.1298,664111.3881583274,5883565.0790025694
1770.0610,664111.8545591070,5883565.0326022254
1769.8346,664114.1217203377,5883565.0221868027
1769.6344,664116.3706333676,5883564.8885573549
1769.4573,664118.6183241982,5883564.8867197018
1769.2637,664120.8793736588,5883564.9687374989
1769.1194,664123.0511039374,5883564.9293412482
1769.0570,664125.0778383026,5883564.9926567758
1769.0242,664127.1245823366,5883564.9885144550
1769.0242,664129.1675454712,5883564.9949327987
1769.0275,664131.2032071112,5883565.0325015485
1769.0767,664133.2388166548,5883565.2186037181
1769.1817,664135.2723860468,5883565.4604208525
1769.2539,664137.3089848534,5883565.5529173864
1769.3523,664139.3422060780,5883565.6637825258
1769.4409,664141.3714364762,5883565.8266215054
1769.5524,664143.4051243388,5883565.9748049425
1769.6541,664145.4443283572,5883566.1107073119
1769.7591,664147.4679951966,5883566.1558894692
1769.8575,664149.4864768250,5883566.2036787104
1769.9297,664151.5034492494,5883566.2544234833
1769.9855,664153.5226342478,5883566.3365327800
1770.0872,664155.5383630340,5883566.3785517858
1770.1659,664157.5505961998,5883566.4227902843
1770.2381,664159.5557794244,5883566.4359458247
1770.3070,664161.5542150068,5883566.4758168515
1770.3267,664163.5486198606,5883566.4727942720
1770.3398,664165.5378920082,5883566.4375295071
1770.3464,664167.5536847758,5883566.3757820912
1770.4350,664169.5398489174,5883566.6508428445
1770.4514,664171.5378202904,5883566.7042862503
1770.4875,664173.5291466675,5883566.7814423209
1770.5465,664175.5233407556,5883566.8747310443
1770.6515,664177.5311071260,5883566.9750543758
1770.7401,664179.5348359140,5883567.0855954904
1770.8352,664181.5259910584,5883567.1089693233
1770.9337,664183.5164185130,5883567.1790840421
1771.0190,664185.5220340480,5883567.2501646979
1771.1043,664187.5413650622,5883567.2966628820
1771.1732,664189.5439308845,5883567.3804455530
1771.2486,664191.5498198288,5883567.4004306635
1771.3011,664193.5650035146,5883567.4936657669
1771.3963,664195.5841951398,5883567.5618748721
1771.4717,664197.6015076488,5883567.6301318677
1771.5209,664199.6145416870,5883567.7705063000
1771.5898,664201.6290448734,5883567.8581542540
1771.6751,664203.6295869254,5883567.9266192680
1771.7473,664205.6457779836,5883568.0354822576
1771.7637,664207.6599572728,5883568.0698986724
1771.8064,664209.6769394884,5883568.1223384337
1771.8195,664211.6982978914,5883568.2663432099
1771.8031,664213.7172248112,5883568.3834314346
1771.7801,664215.7374164145,5883568.4380991505
1771.7440,664217.7637463438,5883568.4701520475
1771.7309,664219.7760215284,5883568.4935965501
1771.7211,664221.8005176558,5883568.5635570940
1771.7014,664223.8248893026,5883568.6018921984
1771.6751,664225.8424263148,5883568.6538010249
1771.6817,664227.8713167208,5883568.7383894175
1771.6620,664229.9006661732,5883568.8115258254
1771.6915,664231.9351461970,5883568.8131323997
1771.6882,664233.9695005747,5883568.8810972776
1771.6653,664235.9965286406,5883569.0161760878
1771.6489,664238.0332201624,5883569.0354534891
1771.6095,664240.0733894733,5883569.1333491784
1771.5701,664242.1169415168,5883569.1441782294
1771.5406,664244.1620954394,5883569.2198659023
1771.5275,664246.1962478164,5883569.3035287308
1771.4750,664248.2203616056,5883569.4297166886
1771.4258,664250.2503796938,5883569.5616748855
1771.3963,664252.2927333306,5883569.6016396973
1771.3602,664254.3274940790,5883569.7067050915
1771.3339,664256.3518021874,5883569.8507183800
1771.2880,664258.3843121590,5883569.9647274129
1771.2650,664260.4291245945,5883570.0151349772
1771.2421,664262.4667333266,5883570.0703073218
1771.2191,664264.5044440660,5883570.0852883952
1771.1830,664266.5381416138,5883570.1411079839
1771.1403,664268.5719673738,5883570.1422623079
1771.0354,664270.6197062902,5883570.1522447346
1770.9796,664272.6669305194,5883570.1733449399
1770.8877,664274.7034631976,5883570.1914076703
1770.8155,664276.7443423636,5883570.2470320882
1770.7106,664278.7886995362,5883570.3420813382
1770.5924,664280.8219220334,5883570.4391998099
1770.4317,664282.8674168126,5883570.5401910516
1770.2512,664284.9056556112,5883570.6650966452
1770.1167,664286.9452985869,5883570.7881583162
1770.0380,664288.9882862610,5883570.8879528781
1770.0445,664291.0222310994,5883570.9130600262
1770.0806,664293.0507716064,5883570.9354220387
1770.1298,664295.0855177575,5883571.0252499525
1770.1889,664297.1049346080,5883571.0712404978
1770.2676,664299.1255463782,5883571.1449977877
1770.3300,664301.1444108868,5883571.1836223314
1770.4022,664303.1729132195,5883571.2403930081
1770.4547,664305.2043040507,5883571.3714194279
1770.4514,664307.2280385870,5883571.4675561311
1770.4251,664309.2507067114,5883571.5145538962
1770.3726,664311.2873232374,5883571.6104653953
1770.2808,664313.3154664818,5883571.6601019716
1770.1922,664315.3553394910,5883571.6844203454
1770.1233,664317.3918159350,5883571.7550542559
1770.0675,664319.4226741218,5883571.8487677928
1770.0314,664321.4519109188,5883571.9506662143
1770.0347,664323.4841872604,5883572.0577914817
1770.0577,664325.5188324270,5883572.0820464790
1770.1397,664327.5644100704,5883572.1669145878
1770.2873,664329.5989676206,5883572.2407169836
1770.4415,664331.6422224398,5883572.2563618300
1770.6187,664333.6846589484,5883572.2998158485
1770.8123,664335.7205384382,5883572.4192063604
1771.0222,664337.7605230720,5883572.5185848419
1771.2060,664339.8043155374,5883572.5694367038
1771.3536,664341.8240163490,5883572.6326029943
1771.4225,664343.8540772730,5883572.7084843302
1771.4980,664345.8909573136,5883572.7673415747
1771.5603,664347.9085328215,5883572.7985928608
1771.6817,664349.9142076060,5883572.9247489683
1771.7506,664351.9131192242,5883572.9742913386
1771.8195,664353.9005764000,5883573.0489402572
1771.8556,664355.8987336378,5883573.1811880469
1771.8720,664357.8720470772,5883573.2889804179
1771.8589,664359.8616315684,5883573.3974423306
1771.8490,664361.8634671476,5883573.4477570876
1771.8490,664363.8869261724,5883573.4501555050
1771.8260,664365.8968168172,5883573.5060924636
1771.8031,664367.9250678200,5883573.5232429868
1771.7276,664369.9553852520,5883573.5387949795
1771.6784,664371.9753983276,5883573.6300437069
1771.6128,664374.0050285474,5883573.6813157359
1771.5570,664376.0323316710,5883573.7437547809
1771.4455,664378.0720981352,5883573.8084032014
1771.3667,664380.1149253682,5883573.8796153860
1771.3011,664382.1421597652,5883573.9812482400
1771.2125,664384.1771060586,5883574.0848163506
1771.1633,664386.2064526514,5883574.1463276055
1771.1010,664388.2483478384,5883574.2936715791
1771.0058,664390.2807050266,5883574.3592961421
1770.9140,664392.3265735722,5883574.4102415293
1770.8484,664394.3621053308,5883574.4243123271
1770.7762,664396.4058639579,5883574.4800863592
1770.6613,664398.4430851224,5883574.5955410944
1770.5564,664400.4809648560,5883574.6095835920
1770.3890,664402.5198530842,5883574.7018259913
1770.2086,664404.5523483640,5883574.8221319383
1770.0216,664406.5878805420,5883574.8909898829
1769.8411,664408.6151284944,5883574.9570038766
1769.6279,664410.6495711282,5883575.0341771189
1769.4146,664412.6809470124,5883575.1030065753
1769.1718,664414.7266850730,5883575.2047305694
1768.8831,664416.7664557666,5883575.3005723311
1768.6633,664418.8041512700,5883575.3904425399
1768.4730,664420.8335469130,5883575.3683497170
1768.2466,664422.8646254218,5883575.4321627552
1768.1089,664424.8992661722,5883575.5172543637
1767.9547,664426.9231601058,5883575.7085361350
1767.9087,664428.9617195100,5883575.7379796971
1767.9153,664430.9904939288,5883575.6655417299
1767.9251,664433.0139726794,5883575.7495861826
1767.9940,664435.0428001414,5883575.8360417066
1768.0596,664437.0859161034,5883575.9360152073
1768.1220,664439.0961898416,5883575.9690588256
1768.2466,664441.1278497968,5883576.0452588769
1768.4107,664443.1475745720,5883576.1331873871
1768.5550,664445.1522208146,5883576.1543493969
1768.6699,664447.1887925150,5883576.0892002685
1768.7585,664449.2160568378,5883576.3034328222
1768.8470,664451.2370537256,5883576.3190337857
1768.8503,664453.2494372956,5883576.4157339185
1768.8700,664455.2587450598,5883576.4652303299
1768.8667,664457.2481055148,5883576.5684918072
1768.7978,664459.2266563746,5883576.7719285656
1768.7289,664461.2163877846,5883576.9308771538
1768.6732,664463.2085752720,5883577.0123029528
1768.5944,664465.2025684480,5883577.0743060159
1768.5321,664467.1570723256,5883577.0852961838
1768.4796,664469.1264957807,5883577.1070423592
1768.4271,664471.0652203310,5883577.1167138005
1768.4173,664473.0256656972,5883577.0971786678
1768.4632,664475.0100345504,5883577.1074142642
1768.5583,664476.9903241172,5883577.1642759517
1768.6502,664478.9515920244,5883577.1853011977
1768.8142,664480.9386575038,5883577.2420627633
1769.0209,664482.9221478963,5883577.2798851999
1769.2736,664484.8881588276,5883577.3835824989
1769.4999,664486.8614732298,5883577.5422016373
1769.6410,664488.8353621204,5883577.6899294276
1769.7985,664490.8271558244,5883577.7163485205
1769.9986,664492.8246737120,5883577.6735964222
1770.2086,664494.8109836966,5883577.8834379436
1770.4186,664496.7978492510,5883578.0692487052
1770.6056,664498.7904476704,5883578.2697317703
1770.7860,664500.7722781802,5883578.3931294102
1770.9632,664502.7462633509,5883578.4735022001
1771.1043,664504.7145805586,5883578.5236181747
1771.2421,664506.6656629350,5883578.5327255987
1771.3798,664508.6301811374,5883578.4706993029
1771.4717,664510.6087790648,5883578.4673902877
1771.5669,664512.5814027928,5883578.5248946073
1771.6292,664514.5618037550,5883578.6176289096
1771.6456,664516.5555447774,5883578.6381127974
1771.6587,664518.5485235978,5883578.6534494832
1771.6554,664520.5445332432,5883578.6664413186
1771.6292,664522.5441407308,5883578.6977066780
1771.6095,664524.5442456278,5883578.7750869924
1771.5800,664526.5464963524,5883578.8270435892
1771.5275,664528.5604290292,5883578.9079060778
1771.4487,664530.5698750362,5883579.0101052541
1771.3438,664532.5822219376,5883579.0961482972
1771.2585,664534.5942899458,5883579.2665825728
1771.1928,664536.6249894497,5883579.3825405631
1771.1469,664538.6474658992,5883579.4625868322
1771.0813,664540.6630661354,5883579.4713596590
1770.9927,664542.6981356554,5883579.4696664559
1770.8713,664544.7320635850,5883579.6048900438
1770.7368,664546.7696012304,5883579.7306625694
1770.6154,664548.8012028428,5883579.7733912626
1770.4743,664550.8332933278,5883579.8898483692
1770.3890,664552.8729959782,5883579.9407621576
1770.3201,664554.9105168430,5883579.9888183447
1770.2906,664556.9443616184,5883580.0189340208
1770.2053,664558.9755396541,5883580.0388266463
1770.1823,664561.0129706945,5883580.0875504166
1770.2217,664563.0540668118,5883580.1584471930
1770.2644,664565.0925528707,5883580.1959629757
1770.3398,664567.1111436568,5883580.2505011857
1770.4120,664569.1415926210,5883580.3718089685
1770.4743,664571.1596573874,5883580.4455936346
1770.5498,664573.1917593390,5883580.5304384679
1770.6253,664575.2124586232,5883580.6349352542
1770.7204,664577.2323240474,5883580.7265995443
1770.8287,664579.2518850360,5883580.7821782585
1770.9008,664581.2613243476,5883580.8474317351
1770.9468,664583.2679570670,5883580.9182684068
1770.9599,664585.2831231422,5883581.0491912514
1770.9632,664587.2949099035,5883581.1281119520
1770.9960,664589.2953736532,5883581.2028593235
1770.9894,664591.2989992464,5883581.2303940924
1770.9927,664593.2967483406,5883581.3295460530
1771.0288,664595.2954968874,5883581.4523384124
1771.0911,664597.2995644674,5883581.5334481122
1771.1535,664599.3040628448,5883581.5629090453
1771.1830,664600.9106117884,5883581.5782732200
1771.1666,664601.3106573628,5883581.5996801928
1771.1633,664601.7122536876,5883581.5739298416
1771.1863,664602.9207266982,5883581.6277478728
1771.1666,664603.3217162556,5883581.6548660304
1771.1732,664604.9273440659,5883581.6814458575
1771.1797,664605.3284880810,5883581.6669262014
1771.1764,664605.7338030670,5883581.6832810789
1771.2027,664606.9469467528,5883581.6791379238
1771.1896,664607.3492422706,5883581.7150975298
1771.1961,664608.5575690520,5883581.7614518059
1771.2421,664609.3559998455,5883581.7920734249
1771.2486,664610.1651629542,5883581.7776343478
1771.2617,664610.5601670366,5883581.8248126712
1771.2880,664611.3683012408,5883581.8345005084
1770.9861,664660.1962951552,5883547.2959916946
1771.0386,664658.0273478610,5883548.4823252084
1771.0485,664656.3296946894,5883549.4526774418
1771.0846,664655.8911537104,5883549.6814749474
1771.0715,664654.1896521734,5883550.6408952912
1771.0879,664653.7521434986,5883550.8767431900
1771.0879,664651.7163248870,5883552.1229867898
1771.1075,664650.5186288018,5883552.8432680862
1771.1010,664649.7312000798,5883553.3321111621
1771.1075,664648.5386138062,5883554.0520115430
1771.1141,664647.7860779812,5883554.6046285937
1771.1043,664646.2039001746,5883556.5089062210
1771.1043,664645.7330548347,5883557.7006272422
1771.1403,664644.8142000402,5883559.1821733173
1771.1535,664643.1836857536,5883562.1062786831
1771.1535,664641.5241230030,5883564.3586411718
1771.1896,664641.0558745788,5883564.7106823400
1771.1633,664638.6542075252,5883565.7168978257
1771.1174,664636.2531699942,5883566.0325700091
1771.1043,664634.3628393372,5883566.0016668709
1771.0879,664633.9079843502,5883565.8481020601
1771.1010,664631.6695904608,5883565.2930666767
1771.0977,664630.3341871174,5883564.9791252874
1771.0813,664629.4426384170,5883564.7680429099
1771.0715,664627.2096288234,5883564.2553944215
1771.0485,664625.8454553392,5883564.0451321090
1771.0485,664624.9499645142,5883563.8355855104
1771.0452,664624.0449288064,5883563.6267137006
1771.0354,664622.7313961362,5883563.3261069413
1771.0288,664621.8741707696,5883563.1172057716
1771.0058,664620.5736634228,5883562.8532338692
1771.0058,664619.2693388818,5883562.5754358415
1770.9861,664618.4116135172,5883562.4944543373
1771.0026,664617.1086220392,5883562.2676989641
1771.0288,664616.2431934692,5883562.1395770274
1771.0222,664614.9356659894,5883562.0176655985
1771.0321,664614.0666825492,5883561.9697023258
1771.0550,664611.8943498882,5883561.7913983520
1771.0649,664609.7639939812,5883561.7127423855
1771.0649,664607.6551918676,5883561.6097740494
1771.0649,664605.5769101598,5883561.5885793166
1771.0419,664603.5249650398,5883561.5502510061
1771.0780,664601.4877907166,5883561.5836915253
1771.1108,664599.4321975582,5883561.5735216094
1771.0977,664597.3896002218,5883561.5344031453
1771.0550,664595.3444140630,5883561.5687962193
1771.0190,664593.2912232642,5883561.5296501275
1770.9927,664591.2473543006,5883561.5158774620
1771.0157,664589.2013048900,5883561.4229754601
1771.0583,664587.1586029370,5883561.3712757053
1771.0944,664585.1197265995,5883561.2706046235
1771.1108,664583.0735859410,5883561.1490862817
1771.1403,664581.0194387520,5883561.0439960239
1771.1568,664578.9734399668,5883560.9085661015
1771.2158,664576.9284145532,5883560.8542300612
1771.1863,664574.8766882427,5883560.8036734900
1771.1797,664572.8320428845,5883560.6913411627
1771.2092,664570.7631924290,5883560.6102470169
1771.2617,664568.7127042182,5883560.5431450559
1771.3044,664566.6707625568,5883560.4810136240
1771.3241,664564.6273908074,5883560.4468931081
1771.3011,664562.5748034660,5883560.3803898469
1771.3044,664560.5243116152,5883560.3485878203
1771.2749,664558.4758972500,5883560.3109566038
1771.2781,664556.4295676482,5883560.2144959392
1771.2519,664554.3789486882,5883560.1257945765
1771.2191,664552.3321200680,5883560.0829871278
1771.2388,664550.2957319978,5883559.9918805910
1771.2027,664548.2576214472,5883559.9314472331
1771.1535,664546.2394115196,5883559.7854043944
1771.1010,664544.2012221862,5883559.6901188903
1771.0222,664542.1623528792,5883559.6381243691
1770.9599,664540.1188076206,5883559.5445498023
1770.8877,664538.0811178024,5883559.5148665830
1770.8188,664536.0386072780,5883559.4654220901
1770.7302,664533.9984809236,5883559.3190782312
1770.6220,664531.9493483910,5883559.2769798972
1770.4973,664529.9064922078,5883559.2493498977
1770.3661,664527.8628590420,5883559.2209147038
1770.2348,664525.8056168284,5883559.1943519767
1770.0577,664523.7652633542,5883559.1328500127
1769.9199,664521.7015081265,5883559.0498362035
1769.7952,664519.6444020045,5883558.9625974568
1769.6771,664517.5906639060,5883558.8612228464
1769.5688,664515.5282688334,5883558.7756973896
1769.4966,664513.4788135306,5883558.6921753371
1769.4081,664511.4142596682,5883558.5894304188
1769.3195,664509.3618619894,5883558.5271875868
1769.2375,664507.3131763875,5883558.4173056707
1769.1981,664505.2573260560,5883558.3051747605
1769.1554,664503.2107649361,5883558.2448048620
1769.1095,664501.1703245718,5883558.1936646756
1769.1259,664499.1271817946,5883558.2291708747
1769.1882,664497.0878256772,5883558.2168178419
1769.2440,664495.0487256778,5883558.0972487126
1769.2834,664493.0163313458,5883558.0715519330
1769.3064,664490.9607817762,5883557.9780321755
1769.3884,664488.9235657562,5883557.9560689200
1769.4245,664486.8897695832,5883557.9067214262
1769.4704,664484.8682564598,5883557.7533537894
1769.4507,664482.8397290490,5883557.6950583076
1769.4343,664480.8136701672,5883557.6077871295
1769.3523,664478.7953760540,5883557.5169972423
1769.2604,664476.7928791842,5883557.4465692407
1769.1817,664474.7848901318,5883557.4033447970
1769.0997,664472.7812884244,5883557.2556068189
1769.0209,664470.7665300936,5883557.1907736799
1768.9553,664468.7646165274,5883557.1757077398
1768.9258,664466.7783160226,5883557.0337985782
1768.9192,664464.7918096700,5883556.9839659054
1768.9455,664462.7912684368,5883556.9425606187
1768.9586,664460.7783042000,5883556.8860327387
1769.0340,664458.7733000454,5883556.8691948485
1769.1653,664456.7706533314,5883556.7953183688
1769.3195,664454.7652485617,5883556.7451761235
1769.4573,664452.7673186032,5883556.6002018815
1769.5918,664450.7492159304,5883556.4705708111
1769.7296,664448.7350858274,5883556.4108903566
1769.8575,664446.7307886248,5883556.3030011384
1770.0445,664444.7156511162,5883556.2648888668
1770.1561,664442.7078269772,5883556.2383853318
1770.3201,664440.7177616460,5883556.1632765848
1770.4711,664438.7061193982,5883556.1053557945
1770.6285,664436.7139810938,5883556.0672557000
1770.8155,664434.7237121158,5883556.0274389712
1770.9402,664432.7402806656,5883556.0307253962
1771.0813,664430.7506944484,5883555.9338135002
1771.2453,664428.7549801980,5883555.8180977311
1771.3733,664426.7536657614,5883555.7757902173
1771.5209,664424.7544655961,5883555.7050515581
1771.6390,664422.7571460656,5883555.6048716418
1771.7604,664420.7438538312,5883555.5305340672
1771.9146,664418.7369752182,5883555.4118789472
1772.0623,664416.7400271938,5883555.3673869884
1772.1902,664414.7413885692,5883555.2372132940
1772.3280,664412.7532279340,5883555.1026116330
1772.4789,664410.7550648986,5883555.1248877887
1772.6233,664408.7604979606,5883555.0715731112
1772.7480,664406.7571294394,5883555.0892187385
1772.8464,664404.7554121797,5883554.9882275686
1772.9350,664402.7605277076,5883554.9226565110
1773.0268,664400.7551475014,5883554.8972563837
1773.0924,664398.7477462856,5883554.8310354250
1773.1056,664396.7444328628,5883554.7805437297
1773.1220,664394.7379650202,5883554.7242661733
1773.1187,664392.7269235452,5883554.6409985106
1773.0957,664390.7083610808,5883554.4895533146
1773.0400,664388.6958346426,5883554.4065705035
1772.9612,664386.6756114542,5883554.3212092752
1772.8694,664384.6606437759,5883554.1783520477
1772.8169,664382.6442872022,5883554.1014759010
1772.7348,664380.6233207368,5883554.1121828295
1772.6495,664378.6032007812,5883554.1020980226
1772.5281,664376.5803947116,5883554.0451569790
1772.4068,664374.5583661274,5883553.9420350958
1772.2952,664372.5475197192,5883553.8843920259
1772.2033,664370.5273280564,5883553.8431314556
1772.1049,664368.5000254022,5883553.7882666877
1771.9901,664366.4669696880,5883553.7153904336
1771.8917,664364.4450172076,5883553.6472378718
1771.8064,664362.4234946184,5883553.5626217769
1771.7965,664360.4034849314,5883553.4612452099
1771.7571,664358.3770767536,5883553.3998459894
1771.7211,664356.3658615978,5883553.3705901438
1771.6784,664354.3380713994,5883553.3064729990
1771.6489,664352.3056966393,5883553.1961026955
1771.6390,664350.2753457450,5883553.1421433277
1771.6554,664348.2519306142,5883553.0462225080
1771.6981,664346.2243714894,5883552.9675304731
1771.7178,664344.1935435015,5883552.9098829441
1771.7834,664342.1687765946,5883552.8573430749
1771.8457,664340.1455152088,5883552.8019606490
1771.8851,664338.1415154902,5883552.6971334154
1771.9113,664336.1258125638,5883552.5698597999
1771.9606,664334.1062928282,5883552.5305304602
1771.9835,664332.0767160676,5883552.4481009142
1771.9901,664330.0584691996,5883552.3755246243
1771.9704,664328.0348766766,5883552.3670123518
1771.9015,664326.0150833336,5883552.2691094102
1771.8654,664323.9935213370,5883552.2150168037
1771.7736,664321.9799601666,5883552.1505099116
1771.6653,664319.9688386417,5883552.0735053960
1771.5701,664317.9715720135,5883551.9659108752
1771.4717,664315.9579414730,5883551.8525235495
1771.3700,664313.9501252969,5883551.7220776696
1771.2650,664311.9451771030,5883551.7389293369
1771.2191,664309.9414237615,5883551.6797739211
1771.1896,664307.9374562092,5883551.6327486420
1771.1732,664305.9369970012,5883551.5674723703
1771.1502,664303.9330481412,5883551.4494111100
1771.1403,664301.9210101778,5883551.4539988870
1771.1371,664299.9059621862,5883551.4583730856
1771.1436,664297.8923809596,5883551.4003336513
1771.0944,664295.8687748800,5883551.3667817861
1771.0518,664293.8476962398,5883551.3083759760
1771.0354,664291.8248182108,5883551.2574808821
1770.9861,664289.8047707988,5883551.2316249069
1770.9173,664287.7903756318,5883551.1249039620
1770.8877,664285.7716257171,5883550.9769483553
1770.8254,664283.7535678692,5883550.8479459928
1770.6909,664281.7554864924,5883550.7014791919
1770.7073,664279.7271726103,5883550.6546342056
1770.6646,664277.7005917348,5883550.5375905577
1770.6384,664275.6924587784,5883550.4163915468
1770.6843,664273.6763758160,5883550.3883398548
1770.7007,664271.6658657443,5883550.2758574225
1770.7499,664269.6491173294,5883550.2613687599
1770.8024,664267.6378118061,5883550.2289180150
1770.8713,664265.6394596266,5883550.1334448000
1770.9304,664263.6377290068,5883550.0759368259
1771.0157,664261.6268649844,5883550.0403860500
1771.0419,664259.6016398922,5883550.0169264786
1771.1535,664257.5947127306,5883550.0387436179
1771.2322,664255.5816259470,5883549.9427701645
1771.3208,664253.5969634404,5883549.8371928269
1771.3733,664251.5790182740,5883549.8067484181
1771.4455,664249.5692322296,5883549.7103337627
1771.5406,664247.5544714066,5883549.5849112412
1771.6226,664245.5635507052,5883549.5074046887
1771.7014,664243.5724823786,5883549.3754461017
1771.7801,664241.5944499050,5883549.2896974608
1771.8162,664239.5852738082,5883549.2655709181
1771.8523,664237.5733489174,5883549.2257627957
1771.8654,664235.5734098940,5883549.1609790847
1771.8523,664233.5702629515,5883549.0919666318
1771.8359,664231.5731880228,5883549.0140325492
1771.7736,664229.5654405728,5883548.9227066059
1771.7571,664227.5557786650,5883548.8579274770
1771.6915,664225.5453113928,5883548.8049242161
1771.5997,664223.5218144036,5883548.7505850615
1771.5176,664221.5096807644,5883548.6581102610
1771.4914,664219.4854982056,5883548.6629849849
1771.4487,664217.4661109096,5883548.6257135151
1771.3700,664215.4520637796,5883548.5440875934
1771.2913,664213.4404175208,5883548.5000680145
1771.1896,664211.4234485554,5883548.4195685834
1771.0911,664209.4095950606,5883548.2891826443
1771.0222,664207.3892544298,5883548.2092375923
1770.9533,664205.3717471700,5883548.1464261711
1770.8844,664203.3484333270,5883548.0083702384
1770.8221,664201.3162141294,5883547.9737840863
1770.8254,664199.2889011162,5883547.8977236087
1770.8254,664197.2677800033,5883547.8699769955
1770.8254,664195.2479772050,5883547.8213434573
1770.8352,664193.2185584438,5883547.7010094598
1770.8549,664191.2029537982,5883547.6413867772
1770.8549,664189.1725023242,5883547.6942722034
1770.8746,664187.1331619308,5883547.6052232860
1770.9205,664185.1135341584,5883547.5710748732
1770.9632,664183.0920084981,5883547.4297483452
1771.0124,664181.0857469816,5883547.3165585827
1771.0058,664179.0752011748,5883547.2835029019
1770.9697,664177.0675361878,5883547.1368632605
1770.8516,664175.0514108976,5883547.0571874315
1770.6974,664173.0414952566,5883546.9782816526
1770.5006,664171.0199083742,5883546.8289412856
1770.4645,664169.0186827953,5883546.8801629515
