Elevation_,x,y
1769.7372,663353.2506490134,5883459.6341686798
1769.6552,663351.1563979884,5883459.5639836388
1769.6191,663349.0513490322,5883459.4741693763
1769.5601,663346.9286577470,5883459.3609298905
1769.4715,663344.8478960566,5883459.3337402754
1769.4255,663342.7585410140,5883459.2457991838
1769.4223,663340.6540306490,5883459.1638010349
1769.4223,663338.5416723256,5883459.1015785849
1769.4649,663336.4509305372,5883459.0051308861
1769.5108,663334.3571795252,5883458.8749557538
1769.5765,663332.2369607566,5883458.8092395272
1769.6355,663330.1398848706,5883458.7590094460
1769.7011,663328.0428267512,5883458.7102283593
1769.7635,663325.9447086614,5883458.6669793110
1769.7766,663323.8550747520,5883458.5399552081
1769.7700,663321.7630852654,5883458.4900132688
1769.7274,663319.6762861406,5883458.4215431120
1769.7897,663317.5818365710,5883458.3532588361
1769.8357,663315.4801201220,5883458.3231418310
1769.9177,663313.4034078493,5883458.2301880093
1769.9275,663311.3167412330,5883458.1834380906
1769.9767,663309.2272658106,5883458.0714572147
1769.8685,663307.1260382180,5883458.0131904650
1769.9013,663305.0509033956,5883457.9526950717
1769.8914,663302.9368766044,5883457.8863117984
1769.8947,663300.8486176620,5883457.7681407165
1769.9144,663298.7434846364,5883457.5133338561
1769.9045,663296.6475989022,5883457.5995553667
1770.0030,663294.5434945476,5883457.5548915435
1770.0063,663292.4611676964,5883457.4673229270
1770.0620,663290.3813385247,5883457.3910859628
1770.1506,663288.2867158486,5883457.3712432487
1770.1572,663286.2229790266,5883457.2575874282
1770.2064,663284.1242248608,5883457.2074317047
1770.2523,663282.0313352662,5883457.1307539102
1770.2589,663279.9258613430,5883457.0475248694
1770.2458,663277.8312126792,5883457.0146585852
1770.3212,663275.7619483860,5883456.9885582505
1770.2982,663273.6283862068,5883456.9484683871
1770.2556,663271.5539555318,5883456.8732027039
1770.1900,663269.4893269396,5883456.7699900866
1770.1145,663267.3962858210,5883456.7174751721
1770.1309,663265.3088467860,5883456.5633833893
1770.0883,663263.2073791132,5883456.5082453554
1769.8441,663260.7947487476,5883476.3876100536
1769.8408,663261.6294582336,5883476.3001028635
1769.7555,663263.7150220636,5883476.4519028189
1769.8113,663265.7729656154,5883476.2567067165
1769.7293,663267.8533918398,5883476.4392872853
1769.7194,663269.9059341098,5883476.5939746816
1769.7424,663271.9866851752,5883476.6113336096
1769.7621,663274.0328018222,5883476.6868612282
1769.7523,663276.0683905918,5883476.7190526770
1769.7883,663278.0779627602,5883476.8221765412
1769.7654,663280.1147614468,5883476.8858098928
1769.7457,663282.1606227526,5883476.8289442584
1769.6341,663284.2062596682,5883476.8909872668
1769.5620,663286.2214768616,5883477.0193590568
1769.4832,663288.2606698960,5883477.0993335769
1769.4275,663290.2958502768,5883477.1494435547
1769.3979,663292.3010660540,5883477.2249231553
1769.3422,663294.3195991000,5883477.3780182349
1769.2995,663296.3296884628,5883477.4226004006
1769.2601,663298.3312097680,5883477.5100932922
1769.1945,663300.3630107088,5883477.6260081977
1769.1256,663302.3619847604,5883477.6977165714
1769.0567,663304.3944132536,5883477.7577598384
1769.0338,663306.4089735229,5883477.8502649954
1769.0009,663308.4304253722,5883477.8584954310
1768.9878,663310.4504671966,5883477.9692265932
1769.0239,663312.4595830700,5883478.0305953408
1769.0403,663314.4692682156,5883478.0791797414
1769.0633,663316.4816650592,5883478.1741764126
1769.0600,663318.4972231294,5883478.2590378774
1769.0633,663320.5156515288,5883478.2773028016
1769.1256,663322.5417594512,5883478.3733254420
1769.1223,663324.5686108482,5883478.3746204488
1769.1551,663326.5794749706,5883478.5008568717
1769.2142,663328.5887809510,5883478.5487662200
1769.2634,663330.5993274119,5883478.6134202480
1769.2503,663332.6113914684,5883478.7300131191
1769.2700,663334.6335356910,5883478.7317088600
1769.3192,663336.6240614584,5883478.8250787193
1769.3553,663338.6230977328,5883478.9363314891
1769.3750,663340.6363057222,5883478.9228054406
1769.4242,663342.6533163131,5883479.0240940982
1769.4570,663344.6463037652,5883479.0628811494
1769.5029,663346.6526046636,5883479.1970987814
1769.5390,663348.6618587032,5883479.1559394980
1769.5620,663350.6737029584,5883479.2218709141
1769.5981,663352.6700331686,5883479.3850351181
1769.6046,663354.6884863754,5883479.4183467152
1769.6834,663356.6867141462,5883479.5119871339
1769.7162,663358.7018181576,5883479.5964046819
1769.7030,663360.7075344182,5883479.7182491086
1769.7227,663362.7136389466,5883479.7558201039
1769.7719,663364.7272516630,5883479.8387419395
1769.8736,663366.7303536530,5883479.8443679679
1769.9491,663368.7516380878,5883479.8910318306
1769.9819,663370.7486408922,5883480.0423126668
1770.0607,663372.7626412482,5883480.0862806365
1770.1460,663374.7864822648,5883480.1701116879
1770.1263,663376.7795742486,5883480.1329789562
1770.1558,663378.7781922366,5883480.1580538955
1770.1919,663380.7827612900,5883480.3628190532
1770.1558,663382.8149379932,5883480.3889270416
1770.1263,663384.8197004470,5883480.4245687323
1770.1394,663386.8202568900,5883480.5187463984
1770.1558,663388.8384516850,5883480.6049520373
1770.1689,663390.8477894522,5883480.6617960939
1770.2181,663392.8277180262,5883480.7788787866
1770.1624,663394.8397058914,5883480.7657792913
1770.1755,663396.8447659411,5883480.8950765776
1770.2247,663398.8561723240,5883480.9896287620
1770.2378,663400.8546049813,5883480.9886520552
1770.1985,663402.8598852720,5883481.0543818474
1770.1591,663404.8732231810,5883481.1296284534
1770.1263,663406.8947236429,5883481.2565948991
1770.1033,663408.9084023810,5883481.3218338350
1770.0574,663410.9259328288,5883481.3862026986
1770.0574,663412.9332376880,5883481.5007744068
1770.1033,663414.9533348586,5883481.5291568693
1770.1427,663416.9754031058,5883481.5469182739
1770.1952,663418.9852652028,5883481.6474389043
1770.2313,663420.9836898932,5883481.7156150453
1770.3002,663422.9959340644,5883481.7284792727
1770.3166,663425.0169066900,5883481.8355047870
1770.3362,663427.0402657517,5883481.8724655965
1770.3953,663429.0548296698,5883481.9629069362
1770.3855,663431.0781540868,5883482.0756936688
1770.3559,663433.0965982926,5883482.1486764960
1770.3034,663435.1077757380,5883482.2519209580
1770.3133,663437.1233143322,5883482.3117792374
1770.2509,663439.1443060474,5883482.3316288544
1770.2969,663441.1483219968,5883482.4325163709
1770.2378,663443.1612467354,5883482.4706873735
1770.2411,663445.1739785502,5883482.5263336897
1770.2116,663447.1895394558,5883482.6229405515
1770.1689,663449.2100545488,5883482.6311983736
1770.1000,663451.2284164767,5883482.7597468011
1770.0541,663453.2389044650,5883482.8399271397
1770.0213,663455.2736805850,5883482.8566901181
1769.9918,663457.2745696080,5883482.9411102580
1769.9786,663459.2853692180,5883482.9983668402
1769.9557,663461.3155862036,5883483.0899117310
1769.9360,663463.3198547279,5883483.1971637560
1769.9163,663465.3551992528,5883483.2641666271
1769.9032,663467.3787042914,5883483.3362228693
1769.9065,663469.3858997350,5883483.3910226682
1769.8671,663471.4176529954,5883483.3981138989
1769.8310,663473.4536406366,5883483.4600202832
1769.7883,663475.4749077938,5883483.5406885501
1769.7851,663477.5082623394,5883483.6306770407
1769.7719,663479.5350815416,5883483.7530675950
1769.7555,663481.5543565798,5883483.8056117995
1769.7523,663483.5810390598,5883483.8355836719
1769.7194,663485.5962641808,5883483.9026890304
1769.6998,663487.6206711674,5883483.9600871075
1769.6046,663489.6400004162,5883484.0031723017
1769.6407,663491.6707372467,5883484.0597856734
1769.6177,663493.6868075822,5883484.1138959536
1769.6013,663495.7048082190,5883484.2176210582
1769.6112,663497.7152896534,5883484.3078408260
1769.6341,663499.7435607990,5883484.3502328768
1769.6670,663501.7478486412,5883484.4254344944
1769.5915,663503.7604791160,5883484.4762028111
1769.6046,663505.7759745254,5883484.5393174728
1769.5324,663507.8038938306,5883484.6510684341
1769.4373,663509.8305693849,5883484.7402863251
1769.4045,663511.8579854354,5883484.8294189647
1769.3323,663513.8842943786,5883484.9097185330
1769.3454,663515.9117755929,5883484.9418468280
1769.3651,663517.9317478448,5883484.9621402677
1769.3684,663519.9436936874,5883485.0546461595
1769.3586,663521.9574070546,5883485.0992237395
1769.3848,663523.9669858714,5883485.1805162225
1769.3914,663525.9905425460,5883485.2825505976
1769.4176,663527.9913497098,5883485.3182286816
1769.4176,663530.0134492764,5883485.4177655214
1769.4143,663532.0223899134,5883485.5138484286
1769.4045,663534.0469169824,5883485.6169213830
1769.4209,663536.0594399208,5883485.6669201851
1769.4275,663538.0549887628,5883485.6857215986
1769.4143,663540.0712991504,5883485.7721494269
1769.4209,663542.0759759472,5883485.8674231563
1769.3881,663544.1114424862,5883485.8934889222
1769.3848,663546.1288497178,5883485.9870827254
1769.3651,663548.1623322852,5883486.0202086205
1769.3323,663550.1842709878,5883486.0438116537
1769.2339,663552.2086955399,5883486.1912038438
1769.1847,663554.2401195980,5883486.2906233808
1769.1519,663556.2635444044,5883486.3355464078
1769.1223,663558.2856069484,5883486.4046969181
1769.1027,663560.3057853366,5883486.4288009349
1769.0698,663562.3170508038,5883486.5432362761
1769.0534,663564.3265167532,5883486.6317792302
1769.0009,663566.3331015514,5883486.6632164950
1768.9649,663568.3570508198,5883486.6966940323
1768.9255,663570.3845269379,5883486.7840719856
1768.9485,663572.3998388466,5883486.8191496292
1768.9189,663574.4242897228,5883486.8831551848
1768.8828,663576.4617767108,5883486.9915870512
1768.8632,663578.4801919800,5883487.0910187569
1768.8533,663580.5142175800,5883487.2065717280
1768.8632,663582.5303736092,5883487.2424618201
1768.8500,663584.5380223024,5883487.3036719225
1768.8205,663586.5648691230,5883487.3564071674
1768.8205,663588.5809885008,5883487.3973090500
1768.8435,663590.6101527790,5883487.4745094385
1768.8369,663592.6274736776,5883487.5509728510
1768.8763,663594.6388097148,5883487.6240040679
1768.9156,663596.6657626454,5883487.6795308115
1768.9222,663598.6862188596,5883487.7407381479
1768.9780,663600.6995992828,5883487.8403415848
1768.9517,663602.7366780436,5883487.9115816839
1769.0272,663604.7558848966,5883487.9248708840
1769.0305,663606.7928851786,5883488.0082465718
1769.0862,663608.8092242620,5883488.0663114898
1769.1453,663610.8335329492,5883488.1718590474
1769.2306,663612.8361611784,5883488.2052963944
1769.2831,663614.8653906076,5883488.3140197499
1769.3290,663616.8654353176,5883488.3897929089
1769.3848,663618.8810316926,5883488.4165489553
1769.3881,663620.8857080446,5883488.4764481355
1769.3914,663622.8900796118,5883488.5531507712
1769.3225,663624.9002199640,5883488.6278240839
1769.3684,663626.8862257028,5883488.7377507892
1769.4275,663628.9027860222,5883488.8679829054
1769.4537,663630.9055339504,5883488.9234780828
1769.4635,663632.9025001214,5883488.9204324251
1769.4439,663634.8792577204,5883488.9692529850
1769.4964,663636.8692273420,5883489.0140711665
1769.5488,663638.8828106156,5883489.1214916920
1769.5784,663640.8693358850,5883489.2102864701
1769.5817,663642.8690018177,5883489.2558832197
1769.5751,663644.8818243028,5883489.3600513292
1769.5488,663646.8955436751,5883489.4123643581
1769.5915,663648.8859001250,5883489.5146544687
1769.6309,663650.8848572312,5883489.4886358920
1769.6998,663652.8939977238,5883489.5670725573
1769.7523,663654.9081173970,5883489.6961189471
1769.7654,663656.9145376334,5883489.8090926511
1769.7588,663658.9392120874,5883489.8547696983
1769.6998,663660.9476156126,5883489.9390858654
1769.6374,663662.9735535808,5883489.9929358633
1769.6309,663664.9904572570,5883490.0521571217
1769.6013,663667.0291728118,5883490.1461946629
1769.5718,663669.0546167588,5883490.2499127127
1769.5685,663671.0521554032,5883490.2595957266
1769.5456,663673.0678946142,5883490.2900537821
1769.4832,663675.0892650718,5883490.3126879772
1769.4799,663677.0994266279,5883490.4339259164
1769.4143,663679.1266918072,5883490.5235695997
1769.3914,663681.1596179371,5883490.6281047352
1769.3586,663683.1879990310,5883490.7125550164
1769.3750,663685.2077247186,5883490.8089587772
1769.2995,663687.2338782192,5883490.8800847810
1769.2437,663689.2535408060,5883490.9252696196
1769.1486,663691.2908810764,5883490.9770710012
1769.1387,663693.3138611292,5883491.0134631637
1769.0174,663695.3480132008,5883490.9739663331
1769.0009,663697.3692378044,5883491.1050545070
1768.9714,663699.4065376812,5883491.1560785454
1768.9747,663701.4284622184,5883491.2469969401
1768.9845,663703.4480641242,5883491.2939671967
1768.9452,663705.4694583458,5883491.4102557581
1768.8960,663707.5006781926,5883491.4724329375
1768.8467,663709.5195031356,5883491.5520031927
1768.8172,663711.5547439808,5883491.5769075183
1768.7418,663713.5484461066,5883491.6715445509
1768.6597,663715.5758596465,5883491.7725658715
1768.6007,663717.6069350380,5883491.8448747592
1768.5088,663719.6153994604,5883491.9431356741
1768.5121,663721.6306423398,5883492.0038829250
1768.4071,663723.6534194394,5883492.0992935793
1768.3874,663725.6716530464,5883492.0999071710
1768.3120,663727.6976649821,5883492.1653668834
1768.2562,663729.7103066214,5883492.1706905160
1768.2234,663731.7327590560,5883492.2618624074
1768.1873,663733.7593858324,5883492.3427112112
1768.1775,663735.7635232107,5883492.4400518285
1771.6880,663727.2276118732,5883749.4919531532
1771.6945,663725.5408732460,5883749.4572170945
1771.6551,663723.4130186054,5883749.4674430862
1771.6715,663721.2938540948,5883749.5079182703
1771.6617,663719.1776092442,5883749.5001704581
1771.6715,663717.0701034266,5883749.4996251557
1771.6551,663714.9719204184,5883749.4734556116
1771.6781,663712.8648033364,5883749.4536628015
1771.7306,663710.7838603798,5883749.4193984950
1771.7765,663708.6913595638,5883749.3701545671
1771.8028,663706.6008073492,5883749.2834549155
1771.8553,663704.5150668544,5883749.2011514530
1771.8946,663702.4165349297,5883749.1459145546
1771.8979,663700.3481643070,5883748.9888253016
1771.9275,663698.2888475726,5883748.8297076272
1771.9209,663696.2139207616,5883748.7566843163
1771.9373,663694.1442441824,5883748.6496582506
1771.8782,663692.0562188390,5883748.5675049499
1771.8520,663690.0005786486,5883748.5364512047
1771.8848,663687.9169666274,5883748.4703725567
1771.8881,663685.8451322226,5883748.3853226863
1771.9176,663683.7666241040,5883748.3150775367
1771.8946,663681.7031517960,5883748.2895500548
1771.9045,663679.6214269636,5883748.2448062096
1771.8848,663677.5570739056,5883748.1782756634
1771.8946,663675.4793365486,5883748.1522641927
1771.8848,663673.4178359294,5883748.0709125726
1771.8520,663671.3384820418,5883748.0136712734
1771.8422,663669.2627095290,5883747.8573450595
1771.8422,663667.1906311526,5883747.7696226640
1771.8881,663665.1255112764,5883747.6921595521
1771.9931,663663.0574889124,5883747.5641592415
1772.0981,663661.0133537675,5883747.4022351820
1772.1834,663658.9625194680,5883747.3108986001
1772.2194,663656.9070515024,5883747.2158418112
1772.2687,663654.8618239758,5883747.1704608453
1772.2851,663652.8005813208,5883747.1208600933
1772.2687,663650.7488252928,5883747.1528653214
1772.3113,663648.6912782008,5883747.1816675896
1772.3704,663646.6270931254,5883747.1652611336
1772.3901,663644.5786294988,5883747.0673308987
1772.3736,663642.5282445432,5883747.0512855686
1772.3408,663640.4946334264,5883746.9602103150
1772.3310,663638.4493533176,5883746.9556979844
1772.3343,663636.4005028351,5883746.8632139331
1772.2883,663634.3497446288,5883746.7519598147
1772.2752,663632.2971500120,5883746.7181397164
1772.1899,663630.2355702000,5883746.5978334043
1772.1276,663628.1931942221,5883746.5160400691
1772.1341,663626.1401198648,5883746.4589352477
1772.0620,663624.0933474250,5883746.3232143279
1772.0357,663622.0394983926,5883746.1983873928
1771.9865,663619.9755275334,5883746.1501551867
1771.9111,663617.9235123984,5883746.0718232132
1771.8422,663615.8686217264,5883746.0384885678
1771.7240,663613.8143235156,5883745.9405952096
1771.6978,663611.7508309064,5883745.8547484232
1771.6355,663609.6824279284,5883745.8421110790
1771.6158,663607.6307074358,5883745.7453103773
1771.5797,663605.5675822143,5883745.6781846536
1771.5698,663603.5134854914,5883745.6196071832
1771.5567,663601.4595127874,5883745.5475621410
1771.5502,663599.4030162666,5883745.5003730785
1771.5403,663597.3528454128,5883745.4584110975
1771.4944,663595.2987862838,5883745.3240128541
1771.4386,663593.2367986640,5883745.2235278944
1771.3828,663591.1752517016,5883745.1494474830
1771.3467,663589.1152783310,5883745.0410161791
1771.2877,663587.0554763938,5883744.9668856990
1771.2450,663584.9979261776,5883744.8975093449
1771.2122,663582.9310195934,5883744.8724639788
1771.1630,663580.8819886278,5883744.8167411983
1771.1466,663578.8187422308,5883744.7177783502
1771.1072,663576.7549594506,5883744.6837119097
1771.1072,663574.6842798674,5883744.6415057601
1771.1401,663572.6113812992,5883744.6073529925
1771.1696,663570.5586253690,5883744.5232261410
1771.2254,663568.5164435820,5883744.4219795987
1771.2614,663566.4589046632,5883744.3522775574
1771.2975,663564.4182884018,5883744.2582121808
1771.3763,663562.3843844378,5883744.1757336408
1771.3828,663560.3417764078,5883744.1243583532
1771.4583,663558.3119701954,5883744.0750905275
1771.4714,663556.2600656918,5883744.0151605681
1771.5174,663554.2313135702,5883743.9113716464
1771.5469,663552.1817013908,5883743.8156686807
1771.6223,663550.1568991174,5883743.7671316154
1771.6880,663548.1142596084,5883743.6655441439
1771.7634,663546.0935843640,5883743.6041221861
1771.7667,663544.0702478632,5883743.5676628510
1771.7962,663542.0388191412,5883743.5010882299
1771.8093,663539.9904628462,5883743.4255866259
1771.8618,663537.9620364440,5883743.4184626294
1771.8979,663535.9107257818,5883743.3253809977
1771.9373,663533.8857427960,5883743.2388762096
1771.9964,663531.8298893508,5883743.1866162131
1772.0751,663529.7987347601,5883743.0982326260
1772.2096,663527.7608563888,5883743.0222026370
1772.3080,663525.7384739168,5883742.9656302240
1772.3966,663523.6954423547,5883742.8539074697
1772.4688,663521.6589602754,5883742.7939612577
1772.5147,663519.6204350006,5883742.7644546265
1772.5902,663517.5722413488,5883742.6310690865
1772.6033,663515.5248301672,5883742.5848937239
1772.5935,663513.4831884922,5883742.4874747768
1772.5705,663511.4273085522,5883742.4596070424
1772.5443,663509.3791341818,5883742.4200889552
1772.5443,663507.3464629552,5883742.3230896890
1772.4950,663505.3051286680,5883742.2933820654
1772.4458,663503.2524795568,5883742.2159683621
1772.4130,663501.2106978932,5883742.1757808691
1772.3802,663499.1626841556,5883742.1531969551
1772.4065,663497.1353981273,5883742.0181944370
1772.3868,663495.0742978696,5883741.9487357186
1772.3835,663493.0254421168,5883741.8741279338
1772.4032,663490.9641899670,5883741.7796133328
1772.4425,663488.8950554106,5883741.6999738468
1772.4819,663486.8421419370,5883741.6106443256
1772.5147,663484.7784938486,5883741.5156053705
1772.5443,663482.7223667540,5883741.4123614151
1772.5213,663480.6556434298,5883741.3623138946
1772.5541,663478.6047216546,5883741.3011145396
1772.5541,663476.5543609402,5883741.2411599662
1772.5672,663474.4871145962,5883741.2005615495
1772.5869,663472.4248759556,5883741.1546787806
1772.5672,663470.3693770008,5883741.0703900633
1772.5377,663468.3060986790,5883741.0451836819
1772.5213,663466.2561061130,5883741.0157543924
1772.4458,663464.2036606226,5883740.9697634485
1772.4261,663462.1501910890,5883740.9735093927
1772.3441,663460.1004611704,5883740.7651614100
1772.2555,663458.0395164214,5883740.6360433865
1772.2194,663455.9824054500,5883740.5833277004
1772.2162,663453.9201784924,5883740.4820038369
1772.1604,663451.8639257568,5883740.3706407240
1772.1177,663449.8081136362,5883740.3112912811
1772.0390,663447.7414904166,5883740.2799672000
1771.9865,663445.6832774364,5883740.2222078983
1771.9340,663443.6195460870,5883740.1591396499
1771.8946,663441.5578429610,5883740.1014859090
1771.8782,663439.4931110386,5883740.0500764996
1771.8782,663437.4457844724,5883740.0053848382
1771.8717,663435.3820259800,5883739.9135923926
1771.9340,663433.3463001580,5883739.8393460624
1771.9439,663431.2714772366,5883739.7456196612
1771.9504,663429.2371590128,5883739.6694188286
1772.0226,663427.1991022392,5883739.5612470573
1772.1243,663425.1406710760,5883739.4705312494
1772.2030,663423.1004759914,5883739.4093870018
1772.2818,663421.0669048028,5883739.3466877388
1772.3540,663419.0202611334,5883739.2740798062
1772.4196,663416.9899710827,5883739.2430044534
1772.4852,663414.9382612620,5883739.2108663488
1772.4918,663412.9015882864,5883739.1152183507
1772.4655,663410.8522200860,5883739.0871701408
1772.4950,663408.8047417916,5883738.9918239228
1772.5574,663406.7497843902,5883738.9093624614
1772.6164,663404.6929298842,5883738.9062257009
1772.6820,663402.6539020617,5883738.8344408656
1772.7149,663400.6228475566,5883738.7569158645
1772.7477,663398.5840593672,5883738.6702207988
1772.7575,663396.5329053664,5883738.5863344381
1772.7411,663394.4922229626,5883738.5434462205
1772.7083,663392.4477722080,5883738.4930818165
1772.6394,663390.4006069150,5883738.4338296475
1772.5935,663388.3413156570,5883738.2443380598
1772.5147,663386.2903418364,5883738.1886323057
1772.4294,663384.2293431273,5883738.1162184374
1772.3999,663382.1753711388,5883738.0343578020
1772.3966,663380.1146281620,5883737.9386834772
1772.3966,663378.0654777050,5883737.8825979596
1772.4163,663376.0206449968,5883737.7863537539
1772.4065,663373.9551819676,5883737.7190254619
1772.4425,663371.9026643322,5883737.6751871202
1772.4721,663369.8411540822,5883737.6493038908
1772.5213,663367.7867458932,5883737.5999470688
1772.5475,663365.7301507582,5883737.5616510781
1772.5508,663363.6683975024,5883737.4877728866
1772.5443,663361.6147260168,5883737.4384437948
1772.5278,663359.5520371788,5883737.3861362869
1772.5049,663357.5039001398,5883737.2274347469
1772.4655,663355.4444736164,5883737.1324839285
1772.4590,663353.3864542188,5883737.0237752330
1772.4196,663351.3305617837,5883736.9234906528
1772.3933,663349.2691147568,5883736.8977297619
1772.3704,663347.2098143956,5883736.8975406531
1772.3441,663345.1506922962,5883736.8665161673
1772.3704,663343.1044248944,5883736.7986299284
1772.3835,663341.0541836310,5883736.7371785752
1772.3966,663338.9903339494,5883736.6658005454
1772.3966,663336.9328897630,5883736.4456630256
1772.3835,663334.8852118005,5883736.3719423832
1772.4032,663332.8262827740,5883736.3352512131
1772.4196,663330.7771642230,5883736.2309749909
1772.4097,663328.7160348742,5883736.2155887522
1772.4590,663326.6640396896,5883736.1564220749
1772.4622,663324.6185178700,5883736.0351239359
1772.5114,663322.5629971358,5883736.0617966577
1772.5049,663320.5131720940,5883736.0137295546
1772.4622,663318.4655023296,5883735.9831063785
1772.4491,663316.4162070524,5883735.9135696478
1772.3966,663314.3605549730,5883735.8278952008
1772.3080,663312.3021587172,5883735.7519265059
1772.1702,663310.2501098062,5883735.6254018443
1772.0981,663308.1871375478,5883735.5420417888
1772.1079,663306.1221441316,5883735.4727545260
1772.1177,663304.0710512410,5883735.4166345252
1772.0751,663302.0152397130,5883735.3553443067
1772.0423,663299.9709078399,5883735.2601517253
1772.0292,663297.9154360958,5883735.1711501535
1772.0521,663295.8522403752,5883735.0943571059
1772.0226,663293.8038330131,5883735.0204065097
1771.9799,663291.7449529406,5883734.9763859343
1771.9767,663289.6856765030,5883734.8908214113
1771.9537,663287.6237795540,5883734.8842228809
1771.9701,663285.5661101952,5883734.8184227264
1772.0226,663283.5228394264,5883734.7925292905
1772.0751,663281.4581934940,5883734.7012183582
1772.1243,663279.4086336552,5883734.6512850085
1772.2293,663277.3578887152,5883734.6046525249
1772.3080,663275.3162159262,5883734.4983152114
1772.3146,663273.2742004714,5883734.4118976956
1772.3146,663271.2251837082,5883734.2652283441
1772.3146,663269.1749646330,5883734.1775313029
1772.3376,663267.1280431360,5883734.0815965552
1772.3441,663265.0756637758,5883734.0041827522
1772.3572,663263.0225718908,5883733.9299745588
1772.3146,663260.9765180342,5883733.8715949077
1772.3146,663258.9327292040,5883733.8018247709
1772.3671,663256.8894900072,5883733.7533409176
1772.3736,663254.8466146890,5883733.6606667358
1772.4261,663252.7817434026,5883733.6114485459
1772.0707,663251.4183193360,5883753.6652592365
1771.9854,663253.4643897662,5883753.8293013182
1771.8968,663255.5159431272,5883753.9307328127
1771.8410,663257.5622420092,5883754.0269759037
1771.7918,663259.6086273669,5883754.0891515352
1771.7623,663261.6588534670,5883753.9163001105
1771.7262,663263.7095836567,5883753.8508023703
1771.7557,663265.7592216594,5883753.8666608371
1771.6999,663267.8069412112,5883753.8541735020
1771.7098,663269.8325744754,5883753.8740046052
1771.6573,663271.8868219276,5883753.9297723779
1771.6606,663273.9285275064,5883753.9777654996
1771.6311,663275.9679335472,5883754.0775675653
1771.5818,663278.0023726906,5883754.1381196976
1771.6639,663280.0246667566,5883754.3348785313
1771.7262,663282.0615971598,5883754.4818088291
1771.8017,663284.0702704410,5883754.6059548575
1771.8804,663286.0806290724,5883754.7495329604
1771.9690,663288.1121469820,5883754.8683342682
1772.0346,663290.1373303792,5883754.9388201963
1772.0543,663292.1654235488,5883755.0026140306
1772.0576,663294.1940181012,5883755.0103083672
1772.0937,663296.2245237286,5883755.0780830691
1772.1068,663298.2618596528,5883755.0771691222
1772.1166,663300.2918059590,5883755.1022817222
1772.1035,663302.3066832194,5883755.1721993107
1772.1101,663304.3200647322,5883755.1974178506
1772.1461,663306.3474736174,5883755.2734422414
1772.1724,663308.3704395466,5883755.3755934630
1772.1855,663310.3923060872,5883755.4233721960
1772.1265,663312.4098376614,5883755.5098633124
1772.1035,663314.4347821258,5883755.5243452881
1772.1068,663316.4717552604,5883755.5715273730
1772.0740,663318.4959684828,5883755.6784017878
1772.0904,663320.5181077427,5883755.7496876819
1772.1363,663322.5390404531,5883755.7973284032
1772.1429,663324.5810674962,5883755.9186184788
1772.1625,663326.6050580262,5883755.9926422229
1772.1757,663328.6249528094,5883756.0589559898
1772.1986,663330.6660784828,5883756.1436971044
1772.2446,663332.7074953014,5883755.9993027700
1772.2938,663334.7306004802,5883756.0225268761
1772.3496,663336.7581931634,5883756.1778474161
1772.3725,663338.7807290273,5883756.3714103885
1772.3397,663340.8117434880,5883756.5601410484
1772.3561,663342.8170886040,5883756.7170449570
1772.3036,663344.8470645036,5883756.8181141336
1772.3167,663346.8650011797,5883756.9675430087
1772.2643,663348.9099288216,5883757.0528667262
1772.2577,663350.9238581506,5883757.0954931751
1772.2314,663352.9553133094,5883757.1550847851
1772.2380,663354.9725123580,5883757.1489441749
1772.2282,663357.0014549472,5883757.2291619647
1772.1986,663359.0208946486,5883757.2281098347
1772.1560,663361.0486145448,5883757.2871323107
1772.1691,663363.0748576818,5883757.3580191880
1772.1757,663365.1039880180,5883757.4602929475
1772.1790,663367.1236028564,5883757.5151449665
1772.1429,663369.1556733070,5883757.5724261655
1772.1133,663371.1771539934,5883757.6118665850
1772.0477,663373.2199228302,5883757.6857700590
1771.9526,663375.2499045150,5883757.8201442352
1771.8706,663377.2837461110,5883757.8647959558
1771.7656,663379.3035280586,5883757.9698750265
1771.7196,663381.3433301873,5883758.0954559902
1771.6868,663383.3784339682,5883758.0951702259
1771.6409,663385.4020857100,5883758.1811211091
1771.5457,663387.4276234672,5883758.2490993170
1771.4769,663389.4644054774,5883758.3353877310
1771.3916,663391.5136158532,5883758.4012789112
1771.2833,663393.5472594296,5883758.4596261252
1771.1980,663395.5846609912,5883758.5611923998
1771.1586,663397.6276537860,5883758.6088366779
1771.1356,663399.6658641740,5883758.6709050387
1771.1520,663401.6942780168,5883758.7449998204
1771.1947,663403.7259418026,5883758.8161998549
1771.2341,663405.7450673406,5883758.8184970096
1771.3062,663407.7801126112,5883758.8908160310
1771.3653,663409.8200284934,5883758.9382493608
1771.4244,663411.8483132034,5883759.0043272553
1771.4703,663413.8893583440,5883759.0855380828
1771.4703,663415.9118218912,5883759.1670076167
1771.5195,663417.9478560108,5883759.2713204361
1771.5753,663419.9678725374,5883759.3813238051
1771.5687,663421.9904090388,5883759.3976620100
1771.6343,663423.9988262210,5883759.4860052206
1771.6507,663426.0184281054,5883759.5924340030
1771.7032,663428.0310290746,5883759.6229110677
1771.7295,663430.0428044274,5883759.6894363919
1771.7820,663432.0652635234,5883759.7474189568
1771.8246,663434.0919496760,5883759.8171261754
1771.8541,663436.1147879804,5883759.8816926815
1771.8902,663438.1363577670,5883759.8909900691
1771.8968,663440.1658448314,5883759.9985409817
1771.9296,663442.1864041706,5883760.0965470364
